Model,Release Date,Release Year,Model ID,Device Type,Year,Month,Company,Company_real,Company ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Mass (grams),Pixel Density (per inch),Mass New,Depth New,principal component 1,principal component 2,Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams)
Sprint HTC Hero A6277 (HTC Hero 200),2009-10-01,2009.75,1737,Phone,2009,10,Sprint,Sprint Corporation,126,0.140598773,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.0145625,0.344522968,0.9854375,0.950609365,-0.101445185,-0.079101986,0.136152797,0.263114754,0.049390635,0.009421236,0.0145625
Stuart Hughes iPod Touch Supreme,2009-10-01,2009.75,1738,Phone,2009,10,Stuart,Foxconn Technology Group,49,0.062471389,0.499999488,0.265665143,0.129496403,0.089430894,0.222222222,0.036637931,0.30338213,0.963362069,0.974983964,0.017143759,0.120209282,0.151432469,0.25,0.025016036,0.005160268,0.036637931
T-Mobile Pulse (Huawei U8220),2009-10-01,2009.75,1739,Phone,2009,10,T-Mobile,T-Mobile,128,0.093722343,0.004193611,0.263664231,0.129496403,0.089430894,0.222222222,0.016163793,0.30338213,0.983836207,0.951892239,-0.135035875,-0.043753008,0.152796726,0.274590164,0.048107761,0.011669486,0.016163793
TMN Bluebelt II,2009-10-01,2009.75,1740,Phone,2009,10,TMN,ZTE,156,0.124973296,0.031878203,0.263664231,0.057553957,0.089430894,0.103174603,0.017025862,0.295053004,0.982974138,0.962796665,-0.170698663,-0.056498824,0.162346521,0.266393443,0.037203335,0.009721003,0.017025862
TMN Silverbelt (ZTE Raise),2009-10-01,2009.75,1741,Phone,2009,10,TMN,ZTE,156,0.124973296,0.125838031,0.263664231,0.107913669,0.12195122,0.103174603,0.018534483,0.257193337,0.981465517,0.958948044,-0.132820611,0.03559093,0.137789905,0.258196721,0.041051956,0.007644049,0.018534483
Verizon HTC Imagio XV6975 (HTC Whitestone 100),2009-10-01,2009.75,1742,Phone,2009,10,Verizon,Verizon Communications,143,0.140598773,0.008388246,0.263664231,0.136690647,0.154471545,0.380952381,0.019396552,0.545179202,0.980603448,0.949326491,0.038652834,-0.174346539,0.150613915,0.282786885,0.050673509,0.012376079,0.019396552
Acer neoTouch S200 B (Acer F1),2009-11-01,2009.833333,1743,Phone,2009,11,Acer,Acer,3,0.124973296,0.008388246,0.499771896,0.151079137,0.154471545,0.380952381,0.015086207,0.510853104,0.984913793,0.962155228,0.149384069,-0.184501276,0.154160982,0.285245902,0.037844772,0.009763827,0.015086207
AT_T BlackBerry Bold 9700 (RIM Onyx),2009-11-01,2009.833333,1744,Phone,2009,11,AT_T,AT&T,15,0.124973296,0.004193611,0.311686129,0.050359712,0.154471545,0.162698413,0.310344828,0.188793539,0.689655172,0.948685055,-0.141498544,0.118184942,0.145975443,0.245901639,0.051314945,0.476479027,0.310344828
Highscreen Zeus (Geeksphone One),2009-11-01,2009.833333,1745,Phone,2009,11,Highscreen,Foxconn Technology Group,49,0.124973296,0.008388246,0.263664231,0.107913669,0.056910569,0.182539683,0.013922414,0.257193337,0.986077586,0.942270686,-0.158526162,-0.03431576,0.132332879,0.25,0.057729314,0.010127829,0.013922414
HTC Droid Eris A6376,2009-11-01,2009.833333,1746,Phone,2009,11,HTC,HTC,61,0.140598773,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.012931034,0.344522968,0.987068966,0.95574086,-0.10114265,-0.080223025,0.135061392,0.262295082,0.04425914,0.008179346,0.012931034
HTC HD2 T8585 (HTC Leo 100),2009-11-01,2009.833333,1747,Phone,2009,11,HTC,HTC,61,0.218726157,0.008388246,0.499771896,0.18705036,0.154471545,0.380952381,0.020905172,0.436648157,0.979094828,0.968569596,0.184802092,-0.120571766,0.165075034,0.293032787,0.031430404,0.00957112,0.020905172
LG GM730f,2009-11-01,2009.833333,1748,Phone,2009,11,LG,LG Electronics,77,0.124973296,0.008388246,0.263664231,0.09352518,0.056910569,0.182539683,0.01012931,0.281423523,0.98987069,0.962796665,-0.153045802,-0.059721857,0.136698499,0.249180328,0.037203335,0.006402158,0.01012931
Motorola Droid A855 / Tao  (Motorola Sholes),2009-11-01,2009.833333,1749,Phone,2009,11,Motorola,Motorola,87,0.124973296,0.008388246,0.299680654,0.143884892,0.154471545,0.407738095,0.023491379,0.561080262,0.976508621,0.951250802,0.066078917,-0.18654655,0.145975443,0.273770492,0.048749198,0.010941481,0.023491379
Nokia X6 / X6-00 32GB (Nokia Alvin),2009-11-01,2009.833333,1750,Phone,2009,11,Nokia,Nokia Corporation,92,0.062471389,0.008388246,0.216592766,0.107913669,0.105691057,0.301587302,0.013362069,0.469207471,0.986637931,0.950609365,-0.097093035,-0.148027982,0.121418827,0.254098361,0.049390635,0.007280046,0.013362069
Prestigio GeoVision 3100,2009-11-01,2009.833333,1751,Phone,2009,11,Prestigio,Archos,11,0.031220435,0.008388246,0.185628647,0.129496403,0.089430894,0.103174603,0.013362069,0.17617365,0.986637931,0.958948044,-0.289877788,0.056163036,0.252387449,0.104508197,0.041051956,0.010299124,0.013362069
Prestigio GeoVision 4100,2009-11-01,2009.833333,1752,Phone,2009,11,Prestigio,Archos,11,0.031220435,0.008388246,0.185628647,0.18705036,0.154471545,0.119047619,0.022413793,0.21251893,0.977586207,0.95574086,-0.246151954,0.092235501,0.306957708,0.104508197,0.04425914,0.015245273,0.022413793
QiGi AK008,2009-11-01,2009.833333,1753,Phone,2009,11,QiGi,QiGi,107,0.062471389,0.004193611,0.311686129,0.107913669,0.12195122,0.142857143,0.012931034,0.288490661,0.987068966,0.942912123,-0.15782907,-0.03385319,0.14324693,0.262295082,0.057087877,0.011969253,0.012931034
QiGi AK008C,2009-11-01,2009.833333,1754,Phone,2009,11,QiGi,QiGi,107,0.062471389,0.004193611,0.311686129,0.107913669,0.12195122,0.103174603,0.012931034,0.252650177,0.987068966,0.942912123,-0.183350017,-0.008107617,0.14324693,0.262295082,0.057087877,0.011969253,0.012931034
QiGi AK008W,2009-11-01,2009.833333,1755,Phone,2009,11,QiGi,QiGi,107,0.062471389,0.004193611,0.311686129,0.107913669,0.12195122,0.103174603,0.012931034,0.252650177,0.987068966,0.942912123,-0.183350017,-0.008107617,0.14324693,0.262295082,0.057087877,0.011969253,0.012931034
QiGi AK008W B,2009-11-01,2009.833333,1756,Phone,2009,11,QiGi,QiGi,107,0.062471389,0.004193611,0.311686129,0.107913669,0.12195122,0.103174603,0.012931034,0.252650177,0.987068966,0.942912123,-0.183350017,-0.008107617,0.14324693,0.262295082,0.057087877,0.011969253,0.012931034
QiGi Smartbook U1000,2009-11-01,2009.833333,1757,Phone,2009,11,QiGi,QiGi,107,0.124973296,0.002096294,0.311686129,0.237410072,0.154471545,0.380952381,0.02737069,0.358909642,0.97262931,0.963438101,0.020844491,-0.017550338,0.21473397,0.381967213,0.036561899,0.02117637,0.02737069
RIM BlackBerry Bold 9700 (RIM Onyx),2009-11-01,2009.833333,1758,Phone,2009,11,RIM,BlackBerry Limited,21,0.124973296,0.004193611,0.311686129,0.050359712,0.154471545,0.162698413,0.013362069,0.508329127,0.986637931,0.951892239,-0.056335898,-0.184507024,0.145975443,0.245901639,0.048107761,0.010170653,0.013362069
RIM BlackBerry Storm 2 9550 (RIM Odin),2009-11-01,2009.833333,1759,Phone,2009,11,RIM,BlackBerry Limited,21,0.124973296,0.004193611,0.311686129,0.115107914,0.105691057,0.222222222,0.020474138,0.351337708,0.979525862,0.949967928,-0.078145549,-0.079328751,0.151432469,0.260245902,0.050032072,0.011455367,0.020474138
Samsung GT-B7320L OmniaPRO,2009-11-01,2009.833333,1760,Phone,2009,11,Samsung,Samsung,113,0.124973296,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.008836207,0.308430086,0.991163793,0.958306607,-0.178025595,-0.080037103,0.145156889,0.253688525,0.041693393,0.008414877,0.008836207
Samsung GT-i5700 Galaxy Spica,2009-11-01,2009.833333,1761,Phone,2009,11,Samsung,Samsung,113,0.124973296,0.008388246,0.399726275,0.107913669,0.089430894,0.222222222,0.013793103,0.344522968,0.986206897,0.954457986,-0.037179719,-0.099859638,0.137789905,0.270491803,0.045542014,0.009078646,0.013793103
Samsung GT-i6410 M1,2009-11-01,2009.833333,1762,Phone,2009,11,Samsung,Samsung,113,0.124973296,0.016777517,0.299680654,0.107913669,0.056910569,0.182539683,0.010991379,0.257193337,0.989008621,0.953816549,-0.135903674,-0.039219194,0.133424284,0.254098361,0.046183451,0.008072287,0.010991379
Samsung GT-i8000L Omnia II M8 8GB,2009-11-01,2009.833333,1763,Phone,2009,11,Samsung,Samsung,113,0.124973296,0.129193739,0.399726275,0.143884892,0.154471545,0.380952381,0.01487069,0.524230187,0.98512931,0.962796665,0.139053197,-0.143127211,0.144884038,0.282786885,0.037203335,0.008479113,0.01487069
Samsung GT-i8000T Omnia Icon M8 8GB,2009-11-01,2009.833333,1764,Phone,2009,11,Samsung,Samsung,113,0.124973296,0.008388246,0.399726275,0.143884892,0.154471545,0.380952381,0.01487069,0.524230187,0.98512931,0.962796665,0.098770476,-0.181511299,0.144884038,0.282786885,0.037203335,0.008479113,0.01487069
Samsung GT-i8320 Protector,2009-11-01,2009.833333,1765,Phone,2009,11,Samsung,Samsung,113,0.124973296,0.000244755,0.299680654,0.129496403,0.154471545,0.380952381,0.015948276,0.560070671,0.984051724,0.956382296,0.050135712,-0.196795,0.140518417,0.274180328,0.043617704,0.00912147,0.015948276
Samsung SCH-i329,2009-11-01,2009.833333,1766,Phone,2009,11,Samsung,Samsung,113,0.062471389,0.008388246,0.399726275,0.09352518,0.12195122,0.103174603,0.011034483,0.281423523,0.988965517,0.955869147,-0.128853631,-0.046373867,0.123601637,0.241393443,0.044130853,0.00608098,0.011034483
Samsung SCH-M510,2009-11-01,2009.833333,1767,Phone,2009,11,Samsung,Samsung,113,0.124973296,0.251677086,0.299680654,0.129496403,0.154471545,0.380952381,0.015948276,0.560070671,0.984051724,0.956382296,0.133976093,-0.116906243,0.140518417,0.274180328,0.043617704,0.00912147,0.015948276
Samsung SGH-t939 Behold II,2009-11-01,2009.833333,1768,Phone,2009,11,Samsung,Samsung,113,0.15622425,0.008388246,0.499771896,0.107913669,0.089430894,0.222222222,0.012715517,0.481322564,0.987284483,0.95574086,0.072687314,-0.192280814,0.135061392,0.274590164,0.04425914,0.007215811,0.012715517
Samsung SPH-M7350 OZ Omnia,2009-11-01,2009.833333,1769,Phone,2009,11,Samsung,Samsung,113,0.124973296,0.008388246,0.399726275,0.143884892,0.154471545,0.380952381,0.015086207,0.524230187,0.984913793,0.953175112,0.098115883,-0.180588259,0.145429741,0.278688525,0.046824888,0.010641715,0.015086207
Samsung SPH-M900 Moment,2009-11-01,2009.833333,1770,Phone,2009,11,Samsung,Samsung,113,0.140598773,0.008388246,0.399726275,0.107913669,0.089430894,0.222222222,0.021551724,0.344522968,0.978448276,0.950609365,-0.028993158,-0.096428077,0.136152797,0.263114754,0.049390635,0.009421236,0.021551724
SoftBank X01SC OmniaPRO,2009-11-01,2009.833333,1771,Phone,2009,11,SoftBank,SoftBank,122,0.124973296,0.004193611,0.263664231,0.050359712,0.089430894,0.103174603,0.009461207,0.308430086,0.990538793,0.958306607,-0.178006397,-0.079777978,0.145156889,0.253688525,0.041693393,0.008414877,0.009461207
T-Mobile BlackBerry Bold 9700 (RIM Onyx),2009-11-01,2009.833333,1772,Phone,2009,11,T-Mobile,T-Mobile,128,0.124973296,0.004193611,0.311686129,0.050359712,0.154471545,0.162698413,0.013362069,0.508329127,0.986637931,0.948685055,-0.056556302,-0.184229128,0.145975443,0.245901639,0.051314945,0.010299124,0.013362069
Verizon HTC Hero (HTC Hero),2009-11-01,2009.833333,1773,Phone,2009,11,Verizon,Verizon Communications,143,0.140598773,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.0145625,0.344522968,0.9854375,0.950609365,-0.101445185,-0.079101986,0.136152797,0.263114754,0.049390635,0.009421236,0.0145625
Vodafone 360 M1,2009-11-01,2009.833333,1774,Phone,2009,11,Vodafone,Vodafone,146,0.124973296,0.016777517,0.299680654,0.107913669,0.056910569,0.182539683,0.010991379,0.257193337,0.989008621,0.953816549,-0.135903674,-0.039219194,0.133424284,0.254098361,0.046183451,0.008072287,0.010991379
Acer Liquid S100 (Acer A1),2009-12-01,2009.916667,1775,Phone,2009,12,Acer,Acer,3,0.124973296,0.008388246,0.383718976,0.129496403,0.154471545,0.380952381,0.016163793,0.560070671,0.983836207,0.958948044,0.097651297,-0.20683168,0.152796726,0.270491803,0.041051956,0.009785239,0.016163793
Camangi WebStation WS171,2009-12-01,2009.916667,1776,Phone,2009,12,Camangi,Camangi,25,0.062471389,0.004193611,0.311686129,0.381294964,0.284552846,0.222222222,0.049568966,0.390711762,0.950431034,0.946119307,-0.002479984,0.12529326,0.309686221,0.618852459,0.053880693,0.041410616,0.049568966
Dopod A3288 (HTC Click 100),2009-12-01,2009.916667,1777,Phone,2009,12,Dopod,HTC,61,0.124973296,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.011422414,0.249116608,0.988577586,0.949326491,-0.181359077,-0.042715485,0.132878581,0.233606557,0.050673509,0.008093698,0.011422414
Dopod T5399 (HTC Twin 10000),2009-12-01,2009.916667,1778,Phone,2009,12,Dopod,HTC,61,0.140598773,0.008388246,0.263664231,0.079136691,0.154471545,0.301587302,0.021982759,0.620646138,0.978017241,0.939704939,0.018560066,-0.237350689,0.128240109,0.233606557,0.060295061,0.009378413,0.021982759
Dopod T8388 (HTC Qilin),2009-12-01,2009.916667,1779,Phone,2009,12,Dopod,HTC,61,0.187475204,0.008388246,0.299680654,0.136690647,0.154471545,0.380952381,0.018318966,0.545179202,0.981681034,0.948043618,0.082291427,-0.180391427,0.145975443,0.277868852,0.051956382,0.011862193,0.018318966
Hewlett-Packard iPAQ K3 Glisten (Pegatron Obsidian),2009-12-01,2009.916667,1780,Phone,2009,12,Hewlett-Packard,Hewlett-Packard,58,0.124973296,0.008388246,0.266165371,0.057553957,0.089430894,0.103174603,0.015517241,0.298334175,0.984482759,0.953175112,-0.176945168,-0.065966944,0.15361528,0.261065574,0.046824888,0.010855834,0.015517241
HTC HD2 GSM (HTC Leo),2009-12-01,2009.916667,1781,Phone,2009,12,HTC,HTC,61,0.218726157,0.008388246,0.499771896,0.18705036,0.154471545,0.380952381,0.020905172,0.436648157,0.979094828,0.968569596,0.184802092,-0.120571766,0.165075034,0.293032787,0.031430404,0.00957112,0.020905172
LG GW820 eXpo (LG Monaco),2009-12-01,2009.916667,1782,Phone,2009,12,LG,LG Electronics,77,0.124973296,0.008388246,0.499771896,0.107913669,0.154471545,0.380952381,0.019396552,0.626451287,0.980603448,0.937139192,0.172987221,-0.270786059,0.132332879,0.262295082,0.062860808,0.01171231,0.019396552
LG GW825 IQ (LG Monaco) ,2009-12-01,2009.916667,1783,Phone,2009,12,LG,LG Electronics,77,0.124973296,0.008388246,0.499771896,0.107913669,0.154471545,0.380952381,0.019396552,0.626451287,0.980603448,0.937139192,0.172987221,-0.270786059,0.132332879,0.262295082,0.062860808,0.01171231,0.019396552
Mobile Compia M3 POS MC-8800,2009-12-01,2009.916667,1784,Phone,2009,12,Mobile,HTC,61,0.062471389,0.004193611,0.402727644,0.129496403,0.056910569,0.142857143,0.103448276,0.17617365,0.896551724,0.677998717,-0.168757318,0.067956634,0.214188267,0.717213115,0.322001283,0.220092928,0.103448276
Navigon 6310 / 6350 Live,2009-12-01,2009.916667,1785,Phone,2009,12,Navigon,Navigon GmbH,88,0.062471389,0.031878203,0.249657844,0.18705036,0.154471545,0.119047619,0.023706897,0.21251893,0.976293103,0.905067351,-0.191342356,0.094871578,0.189358799,0.286885246,0.094932649,0.03098302,0.023706897
Nokia 5800 NAM Navigation Edition (Nokia Tube),2009-12-01,2009.916667,1786,Phone,2009,12,Nokia,Nokia Corporation,92,0.062471389,0.004193611,0.184127962,0.107913669,0.105691057,0.301587302,0.010560345,0.469207471,0.989439655,0.939704939,-0.116563216,-0.144752048,0.123328786,0.254098361,0.060295061,0.008500525,0.010560345
Nokia E72-2 NAM,2009-12-01,2009.916667,1787,Phone,2009,12,Nokia,Nokia Corporation,92,0.062471389,0.008388246,0.299680654,0.050359712,0.089430894,0.103174603,0.014655172,0.315244826,0.985344828,0.974342527,-0.18706931,-0.086383684,0.144611187,0.266393443,0.025657473,0.005224504,0.014655172
Palm Pixi GSM EU,2009-12-01,2009.916667,1788,Phone,2009,12,Palm,Palm,102,0.124973296,0.062079576,0.263664231,0.064748201,0.089430894,0.182539683,0.008512931,0.379606259,0.991487069,0.969531751,-0.104122125,-0.105499439,0.132332879,0.254098361,0.030468249,0.00473203,0.008512931
QiGi Smartbook U2000,2009-12-01,2009.916667,1789,Phone,2009,12,QiGi,QiGi,107,0.124973296,0.004193611,0.311686129,0.237410072,0.154471545,0.380952381,0.02737069,0.358909642,0.97262931,0.963438101,0.021543843,-0.016883947,0.21473397,0.381967213,0.036561899,0.02117637,0.02737069
RoverPC pro G8,2009-12-01,2009.916667,1790,Phone,2009,12,RoverPC,RoverComputers,111,0.062471389,0.004193611,0.399726275,0.107913669,0.056910569,0.182539683,0.011206897,0.257193337,0.988793103,0.95574086,-0.119696168,-0.057690827,0.135061392,0.229508197,0.04425914,0.006916044,0.011206897
RoverPC S8,2009-12-01,2009.916667,1791,Phone,2009,12,RoverPC,RoverComputers,111,0.062471389,0.004193611,0.311686129,0.079136691,0.056910569,0.142857143,0.009698276,0.249116608,0.990301724,0.942912123,-0.190606951,-0.050870569,0.129604366,0.217213115,0.057087877,0.008243582,0.009698276
Samsung SCH-M710 T*OMNIA II,2009-12-01,2009.916667,1792,Phone,2009,12,Samsung,Samsung,113,0.124973296,0.004193611,0.399726275,0.143884892,0.154471545,0.380952381,0.017456897,0.524230187,0.982543103,0.953175112,0.096789995,-0.180938151,0.145429741,0.256967213,0.046824888,0.009723144,0.017456897
Samsung SCH-M715 T*OMNIA II,2009-12-01,2009.916667,1793,Phone,2009,12,Samsung,Samsung,113,0.124973296,0.004193611,0.399726275,0.143884892,0.154471545,0.380952381,0.017456897,0.524230187,0.982543103,0.953175112,0.096789995,-0.180938151,0.145429741,0.256967213,0.046824888,0.009723144,0.017456897
Samsung SCH-M720 OMNIA Pop / SCH-M7200,2009-12-01,2009.916667,1794,Phone,2009,12,Samsung,Samsung,113,0.062471389,0.008388246,0.399726275,0.09352518,0.12195122,0.103174603,0.011724138,0.281423523,0.988275862,0.951250802,-0.12914983,-0.045687766,0.123601637,0.241393443,0.048749198,0.006958868,0.011724138
Samsung SPH-M8400 Show OMNIA,2009-12-01,2009.916667,1795,Phone,2009,12,Samsung,Samsung,113,0.124973296,0.008388246,0.399726275,0.143884892,0.154471545,0.380952381,0.015086207,0.524230187,0.984913793,0.953175112,0.098115883,-0.180588259,0.145429741,0.294672131,0.046824888,0.011305484,0.015086207
Sunno S880 Windows Mobile,2009-12-01,2009.916667,1796,Phone,2009,12,Sunno,Sunno,127,0.062471389,0.004193611,0.402727644,0.136690647,0.154471545,0.380952381,0.0125,0.538112065,0.9875,0.956382296,0.068213923,-0.195261517,0.137789905,0.266393443,0.043617704,0.008500525,0.0125
Argox PT-6010 / PT-6310,2010-01-01,2010,1797,Phone,2010,1,Argox,Argox,12,0.062471389,0.002096294,0.132604468,0.050359712,0.056910569,0.142857143,0.040948276,0.308430086,0.959051724,0.821039128,-0.282231413,-0.051601898,0.173533424,0.490983607,0.178960872,0.076697428,0.040948276
Argox PT-6020 / PT-6320,2010-01-01,2010,1798,Phone,2010,1,Argox,Argox,12,0.062471389,0.002096294,0.132604468,0.050359712,0.056910569,0.142857143,0.040948276,0.308430086,0.959051724,0.821039128,-0.282231413,-0.051601898,0.173533424,0.490983607,0.178960872,0.076697428,0.040948276
Google Nexus One (HTC Passion),2010-01-01,2010,1799,Phone,2010,1,Google,Google,54,0.249977111,0.008388246,0.49877144,0.143884892,0.154471545,0.380952381,0.015086207,0.524230187,0.984913793,0.965362412,0.217239832,-0.197315121,0.145429741,0.286885246,0.034637588,0.008072287,0.015086207
LG InTouch Max GW620 (LG Etna),2010-01-01,2010,1800,Phone,2010,1,LG,LG Electronics,77,0.124973296,0.008388246,0.263664231,0.09352518,0.089430894,0.222222222,0.017025862,0.374558304,0.982974138,0.937139192,-0.104612762,-0.102106973,0.130968622,0.245901639,0.062860808,0.010791598,0.017025862
Motorola BACKFLIP ME600 (Motorola Motus),2010-01-01,2010,1801,Phone,2010,1,Motorola,Motorola,87,0.124973296,0.008388246,0.263664231,0.100719424,0.089430894,0.222222222,0.015732759,0.249116608,0.984267241,0.940987813,-0.139842007,-0.028363807,0.126875853,0.241803279,0.059012187,0.006701925,0.015732759
Motorola MT710 Zhiling,2010-01-01,2010,1802,Phone,2010,1,Motorola,Motorola,87,0.124973296,0.004193611,0.311686129,0.143884892,0.154471545,0.407738095,0.014008621,0.535840485,0.985991379,0.960230917,0.06394992,-0.180211912,0.145975443,0.282786885,0.039769083,0.012740081,0.014008621
Motorola XT800 Zhisang (Motorola Zeppelin),2010-01-01,2010,1803,Phone,2010,1,Motorola,Motorola,87,0.124973296,0.008388246,0.274669249,0.143884892,0.154471545,0.407738095,0.016594828,0.353104493,0.983405172,0.966003849,-0.007621492,-0.070275523,0.150886767,0.290983607,0.033996151,0.048690662,0.016594828
Nokia 5530 XpressMusic Games Edition,2010-01-01,2010,1804,Phone,2010,1,Nokia,Nokia Corporation,92,0.062471389,0.004193611,0.216642789,0.086330935,0.105691057,0.301587302,0.01012931,0.532811711,0.98987069,0.95574086,-0.08390797,-0.199530005,0.115961801,0.225409836,0.04425914,0.00473203,0.01012931
